,%N content,Animals used in BAU,Area,BAU animal area required,BAU animals under system,BAU crop area required,BAU feed area required,BAU feed demand,BAU feed production,BAU required milk yields per hectare,BAU_area_required,BAU_nitrogen_input,BAU_production,BAU_total_nitrogen_yield,Flag Description_x,Flag_x,GROUP,IMAGEGROUP,Item_y,Lancet feed demand,NUE,OECD,Production system,Region,Species,Total intake,Unit,Unit_x,Unit_y,Year Code_x,Year Code_y,Year_x,Yield,avg weight,country,crop,feed species,gram per day,grams_food_per_kg,group,lancet animal area required,lancet animals per hectare,lancet area required,lancet feed area required,lancet feed production,lancet food area required,lancet food nitrogen input,lancet food nitrogen yield,lancet food production,lancet nitrogen input,lancet nitrogen yield,lancet required milk yields per hectare,lancet required pasture yields,lancet total production,meat_from_carcass,pasture land,percent_of_group_production,percentage of system,population,product,stocking_rate,total_animals_lancet,total_lancet_slaughtered_milked,yield,yield_from_animal
10,0.18,,Argentina,,,51926.012555032685,0.0,,0.0,,51926.012555032685,3021006600.0,1678337.0,3021006600.0,,,LatinAmerica,South America,,,1.0,,,,,,tonnes,,,,,,,56.3,Argentina,,,,3.434456083803384,all fruit,,,20640.533252779725,0.0,0.0,20640.533252779725,1200846822.5454667,1200846822.5454667,667137.1236363704,1200846822.5454667,1200846822.5454667,,,667137.1236363704,,,0.2155816233915869,,43847430.0,Lemons and limes,,,,323217.0,
11,0.032,,Argentina,,,3233.580445749745,0.0,,0.0,,3233.580445749745,8737600.0,27305.0,8737600.0,,,LatinAmerica,South America,,,1.0,,,,,,tonnes,,,,,,,56.3,Argentina,,,,3.434456083803384,all fruit,,,1285.344693958542,0.0,0.0,1285.344693958542,3473186.4527119105,3473186.4527119105,10853.70766472472,3473186.4527119105,3473186.4527119105,,,10853.70766472472,,,0.003507314816218245,,43847430.0,Quinces,,,,84442.0,
12,0.11199999999999999,,Argentina,,,8354.82337279513,0.0,,0.0,,8354.82337279513,196814239.99999997,175727.0,196814239.99999997,,,LatinAmerica,South America,,,1.0,,,,,,tonnes,,,,,,,56.3,Argentina,,,,3.434456083803384,all fruit,,,3321.0331616454037,0.0,0.0,3321.0331616454037,78233445.34755431,78233445.34755431,69851.29048888778,78233445.34755431,78233445.34755431,,,69851.29048888778,,,0.02257205312981445,,43847430.0,Bananas,,,,210330.0,
13,0.18,,Argentina,,,3882.0050262320724,0.0,,0.0,,3882.0050262320724,184066200.0,102259.0,184066200.0,,,LatinAmerica,South America,,,1.0,,,,,,tonnes,,,,,,,56.3,Argentina,,,,3.434456083803384,all fruit,,,1543.0927561880583,0.0,0.0,1543.0927561880583,73166113.37691826,73166113.37691826,40647.84076495459,73166113.37691826,73166113.37691826,,,40647.84076495459,,,0.013135121984679051,,43847430.0,Grapefruit (inc. pomelos),,,,263418.0,
14,0.096,,Argentina,,,1034.3427911974213,0.0,,0.0,,1034.3427911974213,12476160.0,12996.0,12476160.0,,,LatinAmerica,South America,,,1.0,,,,,,tonnes,,,,,,,56.3,Argentina,,,,3.434456083803384,all fruit,,,411.1501293086326,0.0,0.0,411.1501293086326,4959259.967710382,4959259.967710382,5165.8957996983145,4959259.967710382,4959259.967710382,,,5165.8957996983145,,,0.0016693302820572171,,43847430.0,Strawberries,,,,125645.0,
15,0.032,,Argentina,,,172.09811271695088,0.0,,0.0,,172.09811271695088,1016640.0000000001,3177.0,1016640.0000000001,,,LatinAmerica,South America,,,1.0,,,,,,tonnes,,,,,,,56.3,Argentina,,,,3.434456083803384,all fruit,,,68.40881175904153,0.0,0.0,68.40881175904153,404113.2891509153,404113.2891509153,1262.85402859661,404113.2891509153,404113.2891509153,,,1262.85402859661,,,0.00040808420330069086,,43847430.0,Pineapples,,,,184604.0,
16,0.24,,Argentina,,,586.3706040807823,0.0,,0.0,,586.3706040807823,9456000.0,3940.0,9456000.0,,,LatinAmerica,South America,,,1.0,,,,,,tonnes,,,,,,,56.3,Argentina,,,,3.434456083803384,all fruit,,,233.081674414241,0.0,0.0,233.081674414241,3758749.667739862,3758749.667739862,1566.1456948916095,3758749.667739862,3758749.667739862,,,1566.1456948916095,,,0.0005060912058560661,,43847430.0,Avocados,,,,67193.0,
17,0.064,,Argentina,,,166.31757624835512,0.0,,0.0,,166.31757624835512,1367040.0,2136.0,1367040.0,,,LatinAmerica,South America,,,1.0,,,,,,tonnes,,,,,,,56.3,Argentina,,,,3.434456083803384,all fruit,,,66.11105482897675,0.0,0.0,66.11105482897675,543396.9062803619,543396.9062803619,849.0576660630655,543396.9062803619,543396.9062803619,,,849.0576660630655,,,0.0002743682273371973,,43847430.0,Papayas,,,,128429.0,
18,0.05,,Australia,,,19133.73218807408,0.0,,0.0,,19133.73218807408,5384255354.015988,308298.0,154149000.0,,,NorthAmericaandOceania,Oceania,,,0.028629585683566054,,,,,,tonnes,,,,,,,56.9,Australia,Apples,,,3.314649476228848,all fruit,,,8101.592023632148,0.0,0.0,8101.592023632148,2279797783.334885,65269665.979190044,130539.33195838008,2279797783.334885,65269665.979190044,,,130539.33195838008,,,0.07859882598137631,,24125848.0,Apples,,,,161128.0,
19,0.20800000000000002,,Australia,,,8206.772945948494,0.0,,0.0,,8206.772945948494,989757581.4392,8700.0,18096000.000000004,,,NorthAmericaandOceania,Oceania,,,0.01828326485126462,,,,,,tonnes,,,,,,,56.9,Australia,Apricots,,,3.314649476228848,all fruit,,,3474.906285146915,0.0,0.0,3474.906285146915,419082489.9344632,7662196.15799923,3683.7481528842445,419082489.9344632,7662196.15799923,,,3683.7481528842445,,,0.0022180156408344327,,24125848.0,Apricots,,,,10601.0,
20,0.16,,Australia,,,2429.9632418543238,0.0,,0.0,,2429.9632418543238,16026912.252260216,6809.0,10894400.0,,,NorthAmericaandOceania,Oceania,,,0.6797566386166246,,,,,,tonnes,,,,,,,56.9,Australia,,,,3.314649476228848,all fruit,,,1028.8934027307444,0.0,0.0,1028.8934027307444,6786104.41444844,4612899.52606691,2883.0622037918183,6786104.41444844,4612899.52606691,,,2883.0622037918183,,,0.0017359159193611096,,24125848.0,Berries nes,,,,28021.0,
21,0.128,,Australia,,,93.20472526281566,0.0,,0.0,,93.20472526281566,17095032.74186734,86.0,110080.00000000001,,,NorthAmericaandOceania,Oceania,,,0.006439297406573768,,,,,,tonnes,,,,,,,56.9,Australia,Figs,,,3.314649476228848,all fruit,,,39.464682129538,0.0,0.0,39.464682129538,7238367.274293045,46609.99961718363,36.41406220092471,7238367.274293045,46609.99961718363,,,36.41406220092471,,,2.1925212081811634e-05,,24125848.0,Figs,,,,9227.0,
22,0.3,,Australia,,,136269.80161871747,0.0,,0.0,,136269.80161871747,41170469551.8981,1772911.0,5318733000.0,,,NorthAmericaandOceania,Oceania,,,0.12918805779699416,,,,,,tonnes,,,,,,,56.9,Australia,Grapes,,,3.314649476228848,all fruit,,,57699.26781687964,0.0,0.0,57699.26781687964,17432372547.722027,2252054352.2338476,750684.7840779492,17432372547.722027,2252054352.2338476,,,750684.7840779492,,,0.45199360089740404,,24125848.0,Grapes,,,,130103.0,
23,0.18,,Australia,,,20586.275816122587,0.0,,0.0,,20586.275816122587,7166007016.345667,398610.0,717498000.0,,,NorthAmericaandOceania,Oceania,,,0.10012521594848939,,,,,,tonnes,,,,,,,56.9,Australia,Oranges,,,3.314649476228848,all fruit,,,8716.627070391627,0.0,0.0,8716.627070391627,3034225874.714814,303802520.94231486,168779.17830128604,3034225874.714814,303802520.94231486,,,168779.17830128604,,,0.10162335799919693,,24125848.0,Oranges,,,,193629.0,
24,0.14,,Australia,,,11192.570328406999,0.0,,0.0,,11192.570328406999,3647025550.6074023,80807.0,113129800.00000001,,,NorthAmericaandOceania,Oceania,,,0.03101974429029118,,,,,,tonnes,,,,,,,56.9,Australia,Peaches and nectarines,,,3.314649476228848,all fruit,,,4739.150606126009,0.0,0.0,4739.150606126009,1544221107.5369728,47901343.88346713,34215.24563104795,1544221107.5369728,47901343.88346713,,,34215.24563104795,,,0.020601286194127356,,24125848.0,Peaches and nectarines,,,,72197.0,
25,0.064,,Australia,,,5814.119720065828,0.0,,0.0,,5814.119720065828,1519280133.022188,104928.0,67153920.0,,,NorthAmericaandOceania,Oceania,,,0.044201144042090405,,,,,,tonnes,,,,,,,56.9,Australia,Pears,,,3.314649476228848,all fruit,,,2461.810664303489,0.0,0.0,2461.810664303489,643292572.8430132,28434267.67344096,44428.543239751496,643292572.8430132,28434267.67344096,,,44428.543239751496,,,0.026750798294422454,,24125848.0,Pears,,,,180471.0,
26,0.11199999999999999,,Australia,,,2715.937566041723,0.0,,0.0,,2715.937566041723,807452743.4342295,17992.0,20151040.0,,,NorthAmericaandOceania,Oceania,,,0.024956308791885838,,,,,,tonnes,,,,,,,56.9,Australia,Plums and sloes,,,3.314649476228848,all fruit,,,1149.9804588798997,0.0,0.0,1149.9804588798997,341891097.95024806,8532339.813643279,7618.1605478957845,341891097.95024806,8532339.813643279,,,7618.1605478957845,,,0.00458695832297622,,24125848.0,Plums and sloes,,,,66246.0,
27,0.18,,Australia,,,3954.332995747323,0.0,,0.0,,3954.332995747323,1258420819.288209,174532.0,314157600.0,,,NorthAmericaandOceania,Oceania,,,0.24964431228791542,,,,,,tonnes,,,,,,,56.9,Australia,Watermelons,,,3.314649476228848,all fruit,,,1674.3410194222324,0.0,0.0,1674.3410194222324,532839697.54069155,133020399.8522468,73900.22214013712,532839697.54069155,133020399.8522468,,,73900.22214013712,,,0.044495943198404046,,24125848.0,Watermelons,,,,441369.0,
28,0.17600000000000002,,Australia,,,2910.824897422493,0.0,,0.0,,2910.824897422493,834856250.3861243,18374.0,32338240.000000004,,,NorthAmericaandOceania,Oceania,,,0.038735099587555874,,,,,,tonnes,,,,,,,56.9,Australia,Cherries,,,3.314649476228848,all fruit,,,1232.499521752825,0.0,0.0,1232.499521752825,353494272.4464082,13692635.846842231,7779.906731160358,353494272.4464082,13692635.846842231,,,7779.906731160358,,,0.004684347055711709,,24125848.0,Cherries,,,,63123.0,
29,0.18,,Australia,,,2001.625668449198,0.0,,0.0,,2001.625668449198,471328179.52540517,46788.0,84218400.0,,,NorthAmericaandOceania,Oceania,,,0.1786831419347812,,,,,,tonnes,,,,,,,56.9,Australia,Lemons and limes,,,3.314649476228848,all fruit,,,847.5269952776349,0.0,0.0,847.5269952776349,199569461.00333387,35659698.326306485,19810.943514614715,199569461.00333387,35659698.326306485,,,19810.943514614715,,,0.01192833514981166,,24125848.0,Lemons and limes,,,,233750.0,
30,0.11199999999999999,,Australia,,,16612.003151319615,0.0,,0.0,,16612.003151319615,4655118572.764547,354241.0,396749919.99999994,,,NorthAmericaandOceania,Oceania,,,0.08522874633553772,,,,,,tonnes,,,,,,,56.9,Australia,Bananas,,,3.314649476228848,all fruit,,,7033.843209698951,0.0,0.0,7033.843209698951,1971067177.457303,167991584.4778128,149992.4861409043,1971067177.457303,167991584.4778128,,,149992.4861409043,,,0.09031173317526785,,24125848.0,Bananas,,,,213244.0,
31,0.18,,Australia,,,902.8589062534442,0.0,,0.0,,902.8589062534442,161594191.55427703,8192.0,14745600.0,,,NorthAmericaandOceania,Oceania,,,0.09125080461228817,,,,,,tonnes,,,,,,,56.9,Australia,Grapefruit (inc. pomelos),,,3.314649476228848,all fruit,,,382.28791129036944,0.0,0.0,382.28791129036944,68422103.98332077,6243572.041743668,3468.651134302038,68422103.98332077,6243572.041743668,,,3468.651134302038,,,0.0020885039229558244,,24125848.0,Grapefruit (inc. pomelos),,,,90734.0,
32,0.096,,Australia,,,1994.9961255007997,0.0,,0.0,,1994.9961255007997,827604816.6455586,48401.0,46464960.0,,,NorthAmericaandOceania,Oceania,,,0.05614389750452567,,,,,,tonnes,,,,,,,56.9,Australia,Strawberries,,,3.314649476228848,all fruit,,,844.7199186580225,0.0,0.0,844.7199186580225,350423875.24553794,19674162.134924173,20493.918890546014,350423875.24553794,19674162.134924173,,,20493.918890546014,,,0.012339560348508895,,24125848.0,Strawberries,,,,242612.0,
33,0.032,,Australia,,,1609.00010759244,0.0,,0.0,,1609.00010759244,502271086.54444635,71782.0,22970240.000000004,,,NorthAmericaandOceania,Oceania,,,0.045732753915882336,,,,,,tonnes,,,,,,,56.9,Australia,Pineapples,,,3.314649476228848,all fruit,,,681.2817441763449,0.0,0.0,681.2817441763449,212671285.89715707,9726043.582908941,30393.88619659044,212671285.89715707,9726043.582908941,,,30393.88619659044,,,0.0183004136471698,,24125848.0,Pineapples,,,,446128.0,
34,0.24,,Australia,,,14106.844741235393,0.0,,0.0,,14106.844741235393,4207234596.728957,67600.0,162240000.0,,,NorthAmericaandOceania,Oceania,,,0.03856214724183397,,,,,,tonnes,,,,,,,56.9,Australia,Avocados,,,3.314649476228848,all fruit,,,5973.1107193736425,0.0,0.0,5973.1107193736425,1781424445.3391936,68695551.76137239,28623.146567238495,1781424445.3391936,68695551.76137239,,,28623.146567238495,,,0.017234236473610075,,24125848.0,Avocados,,,,47920.0,
35,0.064,,Australia,,,299.3122106426353,0.0,,0.0,,299.3122106426353,67516680.24654223,6284.0,4021760.0000000005,,,NorthAmericaandOceania,Oceania,,,0.059566909766804906,,,,,,tonnes,,,,,,,56.9,Australia,Papayas,,,3.314649476228848,all fruit,,,126.73457506787443,0.0,0.0,126.73457506787443,28587867.373227134,1702890.9162464067,2660.7670566350102,28587867.373227134,1702890.9162464067,,,2660.7670566350102,,,0.0016020701479314454,,24125848.0,Papayas,,,,209948.0,
36,0.11199999999999999,,Australia,,,1781.789638932496,0.0,,0.0,,1781.789638932496,11220486.225073349,6810.0,7627199.999999999,,,NorthAmericaandOceania,Oceania,,,0.6797566386166246,,,,,,tonnes,,,,,,,56.9,Australia,,,,3.314649476228848,all fruit,,,754.4441714075709,0.0,0.0,754.4441714075709,4750970.736330697,3229503.8978941045,2883.4856231197364,4750970.736330697,3229503.8978941045,,,2883.4856231197364,,,0.0017361708636876422,,24125848.0,Blueberries,,,,38220.0,
37,0.22399999999999998,,Australia,,,141.12609897532892,0.0,,0.0,,141.12609897532892,26476625.327724144,679.0,1520959.9999999998,,,NorthAmericaandOceania,Oceania,,,0.05744538743792909,,,,,,tonnes,,,,,,,56.9,Australia,Currants,,,3.314649476228848,all fruit,,,59.75551797978469,0.0,0.0,59.75551797978469,11210714.901794484,644003.8609897493,287.5017236561381,11210714.901794484,644003.8609897493,,,287.5017236561381,,,0.00017310719771569883,,24125848.0,Currants,,,,48113.0,
38,0.14400000000000002,,Australia,,,129.00027881904643,0.0,,0.0,,129.00027881904643,31421328.667712916,2082.0,2998080.0,,,NorthAmericaandOceania,Oceania,,,0.0954154431757269,,,,,,tonnes,,,,,,,56.9,Australia,Kiwi fruit,,,3.314649476228848,all fruit,,,54.62121135876032,0.0,0.0,54.62121135876032,13304397.866765082,1269445.0186435857,881.5590407247123,13304397.866765082,1269445.0186435857,,,881.5590407247123,,,0.0005307940878410677,,24125848.0,Kiwi fruit,,,,161395.0,
39,0.096,,Australia,,,86.13087544243244,0.0,,0.0,,86.13087544243244,22993538.03212768,713.0,684480.0,,,NorthAmericaandOceania,Oceania,,,0.0297683635743056,,,,,,tonnes,,,,,,,56.9,Australia,Persimmons,,,3.314649476228848,all fruit,,,36.46947739280039,0.0,0.0,36.46947739280039,9735908.42001425,289822.06157312734,301.8979808053409,9735908.42001425,289822.06157312734,,,301.8979808053409,,,0.0001817753048178104,,24125848.0,Persimmons,,,,82781.0,
40,0.14400000000000002,,Australia,,,245.6221021573361,0.0,,0.0,,245.6221021573361,51485395.81550161,641.0,923040.0,,,NorthAmericaandOceania,Oceania,,,0.017928190807888947,,,,,,tonnes,,,,,,,56.9,Australia,Raspberries,,,3.314649476228848,all fruit,,,104.00114541719908,0.0,0.0,104.00114541719908,21799911.693777964,390832.97644118086,271.4117891952645,21799911.693777964,390832.97644118086,,,271.4117891952645,,,0.0001634193133074565,,24125848.0,Raspberries,,,,26097.0,
41,0.05,,Azerbaijan,,,28277.418852650422,0.0,,0.0,,28277.418852650422,181047192.49491337,254296.0,127148000.0,,,Europe,Russia,,,0.702292028105171,,,,,,tonnes,,,,,,,56.9,Azerbaijan,,,,3.1149717969379536,all fruit,,,12214.906744053244,0.0,0.0,12214.906744053244,78206380.29664943,54923717.429298215,109847.43485859642,78206380.29664943,54923717.429298215,,,109847.43485859642,,,0.17459197152657438,,9725376.0,Apples,,,,89929.0,
42,0.20800000000000002,,Azerbaijan,,,2978.611068742594,0.0,,0.0,,2978.611068742594,75189462.34157205,25387.0,52804960.00000001,,,Europe,Russia,,,0.702292028105171,,,,,,tonnes,,,,,,,56.9,Azerbaijan,,,,3.1149717969379536,all fruit,,,1286.6611560653585,0.0,0.0,1286.6611560653585,32479353.06343287,22809990.734462168,10966.341699260656,32479353.06343287,22809990.734462168,,,10966.341699260656,,,0.017429949276218045,,9725376.0,Apricots,,,,85231.0,
43,0.16,,Azerbaijan,,,1163.1715176166076,0.0,,0.0,,1163.1715176166076,5016716.4925762005,2202.0,3523200.0,,,Europe,Russia,,,0.702292028105171,,,,,,tonnes,,,,,,,56.9,Azerbaijan,,,,3.1149717969379536,all fruit,,,502.4515034084887,0.0,0.0,502.4515034084887,2167055.0780284023,1521905.5057641761,951.1909411026099,2167055.0780284023,1521905.5057641761,,,951.1909411026099,,,0.0015118268525714789,,9725376.0,Berries nes,,,,18931.0,
44,0.128,,Azerbaijan,,,1820.020222446916,0.0,,0.0,,1820.020222446916,16075364.019808207,8820.0,11289600.0,,,Europe,Russia,,,0.702292028105171,,,,,,tonnes,,,,,,,56.9,Azerbaijan,,,,3.1149717969379536,all fruit,,,786.1883506880398,0.0,0.0,786.1883506880398,6944023.9012572225,4876732.628824716,3809.9473662693094,6944023.9012572225,4876732.628824716,,,3809.9473662693094,,,0.006055546248719547,,9725376.0,Figs,,,,48461.0,
45,0.3,,Azerbaijan,,,13940.845444425153,0.0,,0.0,,13940.845444425153,583086499.0805167,136499.0,409497000.0,,,Europe,Russia,,,0.702292028105171,,,,,,tonnes,,,,,,,56.9,Azerbaijan,,,,3.1149717969379536,all fruit,,,6021.982696661578,0.0,0.0,6021.982696661578,251874021.709638,176889117.53346753,58963.03917782251,251874021.709638,176889117.53346753,,,58963.03917782251,,,0.09371610061269495,,9725376.0,Grapes,,,,97913.0,
46,0.18,,Azerbaijan,,,217.27805513349253,0.0,,0.0,,217.27805513349253,7696798.174662635,3003.0,5405400.0,,,Europe,Russia,,,0.702292028105171,,,,,,tonnes,,,,,,,56.9,Azerbaijan,,,,3.1149717969379536,all fruit,,,93.85691087346572,0.0,0.0,93.85691087346572,3324761.4437939157,2334953.4573279056,1297.1963651821698,3324761.4437939157,2334953.4573279056,,,1297.1963651821698,,,0.002061769318016417,,9725376.0,Oranges,,,,138210.0,
47,0.14,,Azerbaijan,,,4371.713937453382,0.0,,0.0,,4371.713937453382,47903149.478669554,24030.0,33642000.00000001,,,Europe,Russia,,,0.702292028105171,,,,,,tonnes,,,,,,,56.9,Azerbaijan,,,,3.1149717969379536,all fruit,,,1888.435374385867,0.0,0.0,1888.435374385867,20692571.223612487,14532227.811341515,10380.162722386794,20692571.223612487,14532227.811341515,,,10380.162722386794,,,0.016498273963348156,,9725376.0,Peaches and nectarines,,,,54967.0,
48,0.064,,Azerbaijan,,,4984.991239784855,0.0,,0.0,,4984.991239784855,37078136.9543048,40687.0,26039680.000000004,,,Europe,Russia,,,0.702292028105171,,,,,,tonnes,,,,,,,56.9,Azerbaijan,,,,3.1149717969379536,all fruit,,,2153.3508214165404,0.0,0.0,2153.3508214165404,16016524.969980307,11248277.804364583,17575.43406931966,16016524.969980307,11248277.804364583,,,17575.43406931966,,,0.02793446827909889,,9725376.0,Pears,,,,81619.0,
49,0.11199999999999999,,Azerbaijan,,,4361.8487827786275,0.0,,0.0,,4361.8487827786275,45918448.037930325,28793.0,32248159.999999996,,,Europe,Russia,,,0.702292028105171,,,,,,tonnes,,,,,,,56.9,Azerbaijan,,,,3.1149717969379536,all fruit,,,1884.1739548766927,0.0,0.0,1884.1739548766927,19835246.050486032,13930135.176760918,12437.620693536535,19835246.050486032,13930135.176760918,,,12437.620693536535,,,0.019768406251630604,,9725376.0,Plums and sloes,,,,66011.0,
50,0.18,,Azerbaijan,,,18660.06384984573,0.0,,0.0,,18660.06384984573,892861907.7334832,348361.0,627049800.0,,,Europe,Russia,,,0.702292028105171,,,,,,tonnes,,,,,,,56.9,Azerbaijan,,,,3.1149717969379536,all fruit,,,8060.528471557473,0.0,0.0,8060.528471557473,385686720.38677734,270864709.07366186,150480.39392981215,385686720.38677734,270864709.07366186,,,150480.39392981215,,,0.2391741662982075,,9725376.0,Watermelons,,,,186688.0,
51,0.17600000000000002,,Azerbaijan,,,1850.7855866026907,0.0,,0.0,,1850.7855866026907,24649802.798854437,9836.0,17311360.000000004,,,Europe,Russia,,,0.702292028105171,,,,,,tonnes,,,,,,,56.9,Azerbaijan,,,,3.1149717969379536,all fruit,,,799.4779672569299,0.0,0.0,799.4779672569299,10647896.967409674,7477933.15629704,4248.825656986954,10647896.967409674,7477933.15629704,,,4248.825656986954,,,0.006753101236100393,,9725376.0,Cherries,,,,53145.0,
52,0.18,,Azerbaijan,,,423.51722734922606,0.0,,0.0,,423.51722734922606,11738706.506811477,4580.0,8244000.0,,,Europe,Russia,,,0.702292028105171,,,,,,tonnes,,,,,,,56.9,Azerbaijan,,,,3.1149717969379536,all fruit,,,182.94539057923632,0.0,0.0,182.94539057923632,5070731.739119592,3561134.4770435593,1978.4080428019774,5070731.739119592,3561134.4770435593,,,1978.4080428019774,,,0.0031444900021695608,,9725376.0,Lemons and limes,,,,108142.0,
53,0.032,,Azerbaijan,,,3580.409653214358,0.0,,0.0,,3580.409653214358,12871226.837628748,28248.0,9039360.0,,,Europe,Russia,,,0.702292028105171,,,,,,tonnes,,,,,,,56.9,Azerbaijan,,,,3.1149717969379536,all fruit,,,1546.6181778264465,0.0,0.0,1546.6181778264465,5559942.946788947,3904703.6082494506,12202.198775779532,5559942.946788947,3904703.6082494506,,,12202.198775779532,,,0.019394225672769817,,9725376.0,Quinces,,,,78896.0,
